path,sex_group,split,mouse,record_key,folder_annotator,file_annotator,annotator,n_frames,n_behaviors,behaviors,onehot_min_sum,onehot_max_sum,onehot_mean_sum,parse_format
public_data/calms21_task2_converted_nas/CalMS21/Female_likely/task2_annotator5_train_mouse024/Manual_Scoring_annotator5.csv,Female_likely,train,024,Female_likely__train__mouse024,5,5,annotator5,9661,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Female_likely/task2_annotator5_train_mouse025/Manual_Scoring_annotator5.csv,Female_likely,train,025,Female_likely__train__mouse025,5,5,annotator5,10526,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse005/Manual_Scoring_annotator1.csv,Male_likely,test,005,Male_likely__test__mouse005,1,1,annotator1,19275,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse006/Manual_Scoring_annotator1.csv,Male_likely,test,006,Male_likely__test__mouse006,1,1,annotator1,17498,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse007/Manual_Scoring_annotator1.csv,Male_likely,test,007,Male_likely__test__mouse007,1,1,annotator1,17968,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse008/Manual_Scoring_annotator1.csv,Male_likely,test,008,Male_likely__test__mouse008,1,1,annotator1,17361,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse009/Manual_Scoring_annotator1.csv,Male_likely,test,009,Male_likely__test__mouse009,1,1,annotator1,16906,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse010/Manual_Scoring_annotator1.csv,Male_likely,test,010,Male_likely__test__mouse010,1,1,annotator1,17822,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_test_mouse011/Manual_Scoring_annotator1.csv,Male_likely,test,011,Male_likely__test__mouse011,1,1,annotator1,17383,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse001/Manual_Scoring_annotator1.csv,Male_likely,train,001,Male_likely__train__mouse001,1,1,annotator1,17353,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse002/Manual_Scoring_annotator1.csv,Male_likely,train,002,Male_likely__train__mouse002,1,1,annotator1,17415,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator1_train_mouse012/Manual_Scoring_annotator1.csv,Male_likely,train,012,Male_likely__train__mouse012,1,1,annotator1,17415,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse006/Manual_Scoring_annotator2.csv,Male_likely,test,006,Male_likely__test__mouse006,2,2,annotator2,27012,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse008/Manual_Scoring_annotator2.csv,Male_likely,test,008,Male_likely__test__mouse008,2,2,annotator2,29316,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_test_mouse009/Manual_Scoring_annotator2.csv,Male_likely,test,009,Male_likely__test__mouse009,2,2,annotator2,27323,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse004/Manual_Scoring_annotator2.csv,Male_likely,train,004,Male_likely__train__mouse004,2,2,annotator2,21591,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator2_train_mouse007/Manual_Scoring_annotator2.csv,Male_likely,train,007,Male_likely__train__mouse007,2,2,annotator2,27435,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator3.csv,Male_likely,test,003,Male_likely__test__mouse003,3,3,annotator3,17935,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse003/Manual_Scoring_annotator4.csv,Male_likely,test,003,Male_likely__test__mouse003,3,4,annotator4,17935,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator3.csv,Male_likely,test,009,Male_likely__test__mouse009,3,3,annotator3,20199,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_test_mouse009/Manual_Scoring_annotator4.csv,Male_likely,test,009,Male_likely__test__mouse009,3,4,annotator4,20199,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator3.csv,Male_likely,train,002,Male_likely__train__mouse002,3,3,annotator3,18497,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse002/Manual_Scoring_annotator4.csv,Male_likely,train,002,Male_likely__train__mouse002,3,4,annotator4,18497,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator3.csv,Male_likely,train,004,Male_likely__train__mouse004,3,3,annotator3,19389,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse004/Manual_Scoring_annotator4.csv,Male_likely,train,004,Male_likely__train__mouse004,3,4,annotator4,19389,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator3.csv,Male_likely,train,006,Male_likely__train__mouse006,3,3,annotator3,19955,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator3_train_mouse006/Manual_Scoring_annotator4.csv,Male_likely,train,006,Male_likely__train__mouse006,3,4,annotator4,19955,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse003/Manual_Scoring_annotator4.csv,Male_likely,test,003,Male_likely__test__mouse003,4,4,annotator4,17935,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_test_mouse009/Manual_Scoring_annotator4.csv,Male_likely,test,009,Male_likely__test__mouse009,4,4,annotator4,20199,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse002/Manual_Scoring_annotator4.csv,Male_likely,train,002,Male_likely__train__mouse002,4,4,annotator4,18497,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse004/Manual_Scoring_annotator4.csv,Male_likely,train,004,Male_likely__train__mouse004,4,4,annotator4,19389,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator4_train_mouse006/Manual_Scoring_annotator4.csv,Male_likely,train,006,Male_likely__train__mouse006,4,4,annotator4,19955,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse003/Manual_Scoring_annotator5.csv,Male_likely,test,003,Male_likely__test__mouse003,5,5,annotator5,19272,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse010/Manual_Scoring_annotator5.csv,Male_likely,test,010,Male_likely__test__mouse010,5,5,annotator5,18414,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse011/Manual_Scoring_annotator5.csv,Male_likely,test,011,Male_likely__test__mouse011,5,5,annotator5,18781,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse012/Manual_Scoring_annotator5.csv,Male_likely,test,012,Male_likely__test__mouse012,5,5,annotator5,18140,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse014/Manual_Scoring_annotator5.csv,Male_likely,test,014,Male_likely__test__mouse014,5,5,annotator5,18044,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse016/Manual_Scoring_annotator5.csv,Male_likely,test,016,Male_likely__test__mouse016,5,5,annotator5,18461,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse019/Manual_Scoring_annotator5.csv,Male_likely,test,019,Male_likely__test__mouse019,5,5,annotator5,17703,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse022/Manual_Scoring_annotator5.csv,Male_likely,test,022,Male_likely__test__mouse022,5,5,annotator5,17950,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse023/Manual_Scoring_annotator5.csv,Male_likely,test,023,Male_likely__test__mouse023,5,5,annotator5,17903,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_test_mouse026/Manual_Scoring_annotator5.csv,Male_likely,test,026,Male_likely__test__mouse026,5,5,annotator5,18556,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv,Male_likely,train,001,Male_likely__train__mouse001,5,5,annotator5,18066,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv,Male_likely,train,007,Male_likely__train__mouse007,5,5,annotator5,18259,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv,Male_likely,train,008,Male_likely__train__mouse008,5,5,annotator5,17923,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse005/Manual_Scoring_annotator2.csv,Undetermined,test,005,Undetermined__test__mouse005,2,2,annotator2,27114,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse010/Manual_Scoring_annotator2.csv,Undetermined,test,010,Undetermined__test__mouse010,2,2,annotator2,26572,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv,Undetermined,train,001,Undetermined__train__mouse001,2,2,annotator2,27328,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse004/Manual_Scoring_annotator5.csv,Undetermined,test,004,Undetermined__test__mouse004,5,5,annotator5,17776,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv,Undetermined,test,005,Undetermined__test__mouse005,5,5,annotator5,17963,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse006/Manual_Scoring_annotator5.csv,Undetermined,test,006,Undetermined__test__mouse006,5,5,annotator5,18063,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse009/Manual_Scoring_annotator5.csv,Undetermined,test,009,Undetermined__test__mouse009,5,5,annotator5,18123,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse013/Manual_Scoring_annotator5.csv,Undetermined,test,013,Undetermined__test__mouse013,5,5,annotator5,17624,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv,Undetermined,test,015,Undetermined__test__mouse015,5,5,annotator5,18049,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv,Undetermined,test,017,Undetermined__test__mouse017,5,5,annotator5,17918,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv,Undetermined,test,018,Undetermined__test__mouse018,5,5,annotator5,18064,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse020/Manual_Scoring_annotator5.csv,Undetermined,test,020,Undetermined__test__mouse020,5,5,annotator5,18866,4,attack|investigation|mount|other,1.0,1.0,1.0,"{'header': [0, 1]}"
