relative_path,record_key,sex_group,mouse_record,annotator,version,n_frames,behavior_columns
Female_likely/Mouse061_20160526_18-38-49/Manual_Scoring_annotator_multi6_v1.csv,Female_likely/Mouse061_20160526_18-38-49,Female_likely,Mouse061_20160526_18-38-49,annotator6,v1,18646,mount|sniff
Female_likely/Mouse061_20160526_18-38-49/Manual_Scoring_annotator_multi7_v1.csv,Female_likely/Mouse061_20160526_18-38-49,Female_likely,Mouse061_20160526_18-38-49,annotator7,v1,18646,mount|sniff
Female_likely/Mouse061_20160526_18-38-49/Manual_Scoring_annotator_multi8_v1.csv,Female_likely/Mouse061_20160526_18-38-49,Female_likely,Mouse061_20160526_18-38-49,annotator8,v1,18646,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi1_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator1,v1,19638,aggressivemount|mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi2_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator2,v1,19638,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi3_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator3,v1,19638,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi4_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator4,v1,19638,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi5_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator5,v1,19638,attack|mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi6_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator6,v1,19638,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi7_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator7,v1,19638,mount|sniff
Female_likely/Mouse062_20160526_18-56-26/Manual_Scoring_annotator_multi8_v1.csv,Female_likely/Mouse062_20160526_18-56-26,Female_likely,Mouse062_20160526_18-56-26,annotator8,v1,19638,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi1_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator1,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi2_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator2,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi3_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator3,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi4_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator4,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi5_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator5,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi6_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator6,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi7_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator7,v1,19307,mount|sniff
Female_likely/Mouse063_20160526_19-14-46/Manual_Scoring_annotator_multi8_v1.csv,Female_likely/Mouse063_20160526_19-14-46,Female_likely,Mouse063_20160526_19-14-46,annotator8,v1,19307,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi1_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator1,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi2_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator2,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi3_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator3,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi4_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator4,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi5_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator5,v1,6641,attack|mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi6_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator6,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi7_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator7,v1,6641,mount|sniff
Female_likely/Mouse163_20161018_18-22-45/Manual_Scoring_annotator_multi8_v1.csv,Female_likely/Mouse163_20161018_18-22-45,Female_likely,Mouse163_20161018_18-22-45,annotator8,v1,6641,mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi1_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator1,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi1_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator1,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi2_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator2,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi2_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator2,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi3_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator3,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi3_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator3,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi4_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator4,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi4_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator4,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi5_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator5,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi5_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator5,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi6_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator6,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi6_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator6,v2,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi7_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator7,v1,18497,attack|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi7_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator7,v2,18497,attack|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi8_v1.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator8,v1,18497,attack|mount|sniff
Male_likely/Mouse069_20160709_16-02-03/Manual_Scoring_annotator_multi8_v2.csv,Male_likely/Mouse069_20160709_16-02-03,Male_likely,Mouse069_20160709_16-02-03,annotator8,v2,18497,attack|mount|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi1_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator1,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi2_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator2,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi3_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator3,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi4_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator4,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi5_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator5,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi6_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator6,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi7_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator7,v1,20199,attack|sniff
Male_likely/Mouse070_20160709_16-58-36/Manual_Scoring_annotator_multi8_v1.csv,Male_likely/Mouse070_20160709_16-58-36,Male_likely,Mouse070_20160709_16-58-36,annotator8,v1,20199,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi1_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator1,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi2_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator2,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi3_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator3,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi4_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator4,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi5_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator5,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi6_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator6,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi7_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator7,v1,19389,attack|sniff
Male_likely/Mouse074_20160709_19-15-23/Manual_Scoring_annotator_multi8_v1.csv,Male_likely/Mouse074_20160709_19-15-23,Male_likely,Mouse074_20160709_19-15-23,annotator8,v1,19389,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi1_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator1,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi2_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator2,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi3_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator3,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi4_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator4,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi5_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator5,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi6_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator6,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi7_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator7,v1,19955,attack|sniff
Male_likely/Mouse077_20160709_18-29-34/Manual_Scoring_annotator_multi8_v1.csv,Male_likely/Mouse077_20160709_18-29-34,Male_likely,Mouse077_20160709_18-29-34,annotator8,v1,19955,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi1_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator1,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi2_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator2,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi3_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator3,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi4_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator4,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi5_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator5,v1,17935,attack|mount|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi6_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator6,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi7_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator7,v1,17935,attack|sniff
Undetermined/Mouse162_20161017_19-58-28/Manual_Scoring_annotator_multi8_v1.csv,Undetermined/Mouse162_20161017_19-58-28,Undetermined,Mouse162_20161017_19-58-28,annotator8,v1,17935,attack|sniff
